220.579, 129.166, 8.333, 16.193 False
220.301, 129.166, 8.333, 16.226 False
220.023, 129.166, 8.333, 16.259 False
219.745, 129.166, 8.333, 16.292 False
219.468, 129.166, 8.333, 16.325 False
219.190, 129.167, 8.333, 16.358 False
218.912, 129.167, 8.333, 16.391 False
218.634, 129.168, 8.333, 16.424 False
218.357, 129.168, 8.333, 16.457 False
218.079, 129.169, 8.333, 16.490 False
217.801, 129.169, 8.333, 16.523 False
217.523, 129.170, 8.333, 16.556 False
217.246, 129.171, 8.333, 16.589 False
216.968, 129.171, 8.333, 16.622 False
216.690, 129.172, 8.333, 16.655 False
216.412, 129.173, 8.333, 16.688 False
216.134, 129.174, 8.333, 16.721 False
215.857, 129.175, 8.333, 16.754 False
215.579, 129.177, 8.333, 16.787 False
215.301, 129.178, 8.333, 16.820 False
215.023, 129.179, 8.333, 16.853 False
214.746, 129.180, 8.333, 16.886 False
214.468, 129.182, 8.333, 16.919 False
214.190, 129.183, 8.333, 16.952 False
213.912, 129.185, 8.333, 16.985 False
213.634, 129.186, 8.333, 17.018 False
213.357, 129.188, 8.333, 17.051 False
213.079, 129.189, 8.333, 17.084 False
212.801, 129.191, 8.333, 17.117 False
212.523, 129.193, 8.333, 17.150 False
212.246, 129.195, 8.333, 17.183 False
211.968, 129.197, 8.333, 17.216 False
211.690, 129.198, 8.333, 17.249 False
211.412, 129.200, 8.333, 17.282 False
211.134, 129.202, 8.333, 17.315 False
210.857, 129.204, 8.333, 17.348 False
210.579, 129.206, 8.333, 17.381 False
210.301, 129.209, 8.333, 17.414 False
210.023, 129.211, 8.333, 17.447 False
209.746, 129.213, 8.333, 17.480 False
209.468, 129.215, 8.333, 17.513 False
209.190, 129.218, 8.333, 17.546 False
208.912, 129.220, 8.333, 17.579 False
208.635, 129.222, 8.333, 17.612 False
208.357, 129.225, 8.333, 17.645 False
208.079, 129.227, 8.333, 17.678 False
207.801, 129.230, 8.333, 17.711 False
207.523, 129.232, 8.333, 17.744 False
207.246, 129.235, 8.333, 17.777 False
206.968, 129.237, 8.333, 17.810 False
206.690, 129.240, 8.333, 17.843 False
206.412, 129.242, 8.333, 17.876 False
206.135, 129.245, 8.333, 17.909 False
205.857, 129.248, 8.333, 17.942 False
205.579, 129.251, 8.333, 17.975 False
205.301, 129.253, 8.333, 18.008 False
